"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165"
"1",1,0.241539581300082,0.995893206467704,0.40233500599247,0.995893206467704,0.145386837824964,0.995893206467704,0.841683380701405,NA,NA,0.952800654934922,0.682688832245739,0.597535923880622,0.383319473892166,0.976553633314098,0.995893206467704,0.416998306737586,NA,0.994586259439439,0.913894283273981,0.995893206467704,0.357504826347734,0.995893206467704,NA,0.565575357419801,NA,0,NA,NA,0,0.163723834607576,0.900819299213813,NA,NA,0.704202839630928,NA,0,0.483079162600165,NA,0.331964402155901,NA,NA,NA,NA,NA,NA,0,0.995893206467704,NA,NA,NA,0.887065525145487,NA,NA,0.273592904946144,NA,0.392321566184247,NA,0.995893206467704,NA,NA,0,0,0.830632353640139,0,0.995893206467704,0.199178641293541,0.948118776547217,0.0876835076238021,0.0315737000980586,0.426985689655619,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.62212955397347,0.987704839705858,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.995893206467704,0.815500295630473,0.995893206467704,0.966158325200329,0.43464342883148,0.995893206467704,0.995893206467704,0.766638947784331,0.314929083872628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.241539581300082,1,0.242535625036333,0.137356146834934,0.242535625036333,0.0354068963970558,0.242535625036333,0.204980015422697,NA,NA,0.232041047050925,0.164127627031284,0.1455213750218,0.0933520056018673,0.237825747077247,0.242535625036333,0.101554006299944,NA,0.242217336677369,0.222565953629863,0.242535625036333,0.0870652153751439,0.242535625036333,NA,0.137737833661392,NA,0,NA,NA,0,0.039872611141445,0.219381727238139,NA,NA,0.171498585142509,NA,0,0.117647058823529,NA,0.0808452083454443,NA,NA,NA,NA,NA,NA,0,0.242535625036333,NA,NA,NA,0.216032191194911,NA,NA,0.066629660465277,NA,0.0808452083454443,NA,0.242535625036333,NA,NA,0,0,0.202288694969669,0,0.242535625036333,0.242535625036333,0.296872511353409,0.0213540710879491,0,0.187175324431733,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.151510803815714,0.240541464781284,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.242535625036333,0.189968562804069,0.242535625036333,0.235294117647059,0.105851224804993,0.242535625036333,0.242535625036333,0.186704011203735,0.076696498884737,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.995893206467704,0.242535625036333,1,0.403066470599407,1,0.145986373720362,1,0.845154254728517,NA,NA,0.95672974646988,0.676715542331965,0.6,0.384900179459751,0.98058067569092,1,0.418717894679312,NA,0.998687663476589,0.917662935482247,1,0.358979079308869,1,NA,0.567907636829675,NA,0,NA,NA,0,0.164398987305357,0.904534033733291,NA,NA,0.707106781186548,NA,0,0.485071250072666,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.890723542830247,NA,NA,0.274721127897378,NA,0.333333333333333,NA,1,NA,NA,0,0,0.834057656228299,0,1,0.2,0.952028561285264,0.0880450906325624,0,0.428746462856272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.624695047554424,0.991777866634025,1,1,1,1,1,0.783260449987957,1,0.970142500145332,0.436435780471985,1,1,0.769800358919501,0.316227766016838,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.40233500599247,0.137356146834934,0.403066470599407,1,0.403066470599407,0.934027017259303,0.403066470599407,0.396710221721843,NA,NA,0.404662899450949,0.290517960851325,0.25408493969431,0.23860194125889,0.568343952168085,0.403066470599407,0.339441260054631,NA,0.402537511748677,0.392118730387916,0.403066470599407,0.147989220072113,0.403066470599407,NA,0.547409462345782,NA,0,NA,NA,0.882664549540475,0.0662637195832871,0.366125683722842,NA,NA,0.285011034629769,NA,0.408429977114694,0.207890384398819,NA,0.207485693726277,NA,NA,NA,NA,NA,NA,0.882664549540474,0.403066470599407,NA,NA,NA,0.530767556704404,NA,NA,0.125448270255079,NA,0.154763919090912,NA,0.403066470599407,NA,NA,0.0510210722277731,0.871493729709308,0.525548271618807,0.385233136592804,0.403066470599407,0.0979604586773243,0.481051304933518,0.0628901689985071,0.825013112916516,0.183313373604878,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.94103884395593,0.404975792211038,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.403066470599407,0.738911949971962,0.403066470599407,0.605109511732276,0.184819598269439,0.403066470599407,0.403066470599407,0.319117822671355,0.137141377368166,0.0306551314117076,0,0.0459189650049958,0.0102042144455546,0.882664549540475,0.882664549540475,0.0072154692311334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.995893206467704,0.242535625036333,1,0.403066470599407,1,0.145986373720362,1,0.845154254728517,NA,NA,0.95672974646988,0.676715542331965,0.6,0.384900179459751,0.98058067569092,1,0.418717894679312,NA,0.998687663476589,0.917662935482247,1,0.358979079308869,1,NA,0.567907636829675,NA,0,NA,NA,0,0.164398987305357,0.904534033733291,NA,NA,0.707106781186547,NA,0,0.485071250072666,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.890723542830247,NA,NA,0.274721127897378,NA,0.333333333333333,NA,1,NA,NA,0,0,0.834057656228299,0,1,0.2,0.952028561285264,0.0880450906325624,0,0.428746462856272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.624695047554424,0.991777866634025,1,1,1,1,1,0.783260449987957,1,0.970142500145332,0.436435780471985,1,1,0.769800358919501,0.316227766016838,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.145386837824964,0.0354068963970558,0.145986373720362,0.934027017259303,0.145986373720362,1,0.145986373720362,0.132634580248313,NA,NA,0.146652981633416,0.105847765784198,0.0875918242322174,0.073749613144785,0.336405829913293,0.145986373720362,0.238565515038224,NA,0.145794790470209,0.144432400205561,0.145986373720362,0.0602669621342426,0.145986373720362,NA,0.341193272555713,NA,0,NA,NA,0.985408022612446,0.024000012000009,0.132049643491375,NA,NA,0.103227954818502,NA,0.440687864827016,0.0796655168933755,NA,0.0547448901451359,NA,NA,NA,NA,NA,NA,0.985408022612446,0.145986373720362,NA,NA,NA,0.318988429700113,NA,NA,0.0401055412461061,NA,0.0577862729309768,NA,0.145986373720362,NA,NA,0,0.972000486000364,0.334842894942804,0.400823967556264,0.145986373720362,0.0291972747440725,0.239497831130966,0.0136567199744115,0.916410846623303,0.0625911413578192,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.860671354106531,0.144786054286019,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.145986373720362,0.577444031500222,0.145986373720362,0.38062413626835,0.0637136769529212,0.145986373720362,0.145986373720362,0.115892249227519,0.0461649448304894,0.00577061810381118,0,0.0547448901451359,0,0.985408022612446,0.985408022612446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.995893206467704,0.242535625036333,1,0.403066470599407,1,0.145986373720362,1,0.845154254728517,NA,NA,0.95672974646988,0.676715542331965,0.6,0.384900179459751,0.98058067569092,1,0.418717894679312,NA,0.998687663476589,0.917662935482247,1,0.358979079308869,1,NA,0.567907636829675,NA,0,NA,NA,0,0.164398987305357,0.904534033733291,NA,NA,0.707106781186547,NA,0,0.485071250072666,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.890723542830247,NA,NA,0.274721127897378,NA,0.333333333333333,NA,1,NA,NA,0,0,0.834057656228299,0,1,0.2,0.952028561285264,0.0880450906325624,0,0.428746462856272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.624695047554424,0.991777866634025,1,1,1,1,1,0.783260449987957,1,0.970142500145332,0.436435780471985,1,1,0.769800358919501,0.316227766016838,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.841683380701405,0.204980015422697,0.845154254728517,0.396710221721843,0.845154254728517,0.132634580248313,0.845154254728517,1,NA,NA,0.851708707366586,0.571929019842775,0.50709255283711,0.509636704762012,0.828741930164745,0.845154254728517,0.408929398475505,NA,0.84404512793212,0.820808127165368,0.845154254728517,0.303392696236416,0.845154254728517,NA,0.647343554421162,NA,0,NA,NA,0,0.138942503594182,0.764470787156438,NA,NA,0.597614304667197,NA,0,0.409960030845394,NA,0.450748935855209,NA,NA,NA,NA,NA,NA,0,0.845154254728517,NA,NA,NA,0.752798792009841,NA,NA,0.232181730106286,NA,0.281718084909506,NA,0.845154254728517,NA,NA,0,0,0.704907376850241,0.055249462010983,0.845154254728517,0.259180638116745,0.804610989193309,0.126499861025316,0,0.43965970203644,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.527963677348455,0.838205283731318,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.845154254728517,0.661975901867895,0.845154254728517,0.819920061690788,0.368855556781659,0.845154254728517,0.845154254728517,0.715660053495591,0.267261241912424,0.0890870806374748,0,0,0.112687233963802,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
